,content,data,like,place,tags
48,"매일 같은 공간에서 일하는 것도 지겹다면?답답한 일상에서 벗어나호텔에서 재텔근무 해보는건 어떨까요?알뜰대실로 분위기 좋고 편안한 환경에서새로운 마음으로 즐겁게 일해보세요~건대의 중심, 부띠끄 호텔 K-WORLD",2021-05-25,6,건대입구역,[]
49,힐링할 수 있는 공간..😊........#속초카페 #속초 #스테이오롯이,2021-05-25,128,스테이 오롯이 Cafe STAY OROSY,"['#속초카페', '#속초', '#스테이오롯이']"
50,친구만날러 ~♥️♥️,2021-05-25,5,,[]
51,무려 작년에 갔던 #호캉스 일년지나고그리워서 업로드#올해는못가요 #언제끝나지코로나 #신라호텔 #어반아일랜드 #더파크뷰 #champagne #샴페인 #수영장 #호텔수영장 #조식 #호텔조식 #먹스타그램 #맛스타그램 #뷰맛집 #서울호텔 #서울호캉스,2021-05-24,73,The Shilla Hotels & Resorts - 신라호텔,"['#호캉스', '#올해는못가요', '#언제끝나지코로나', '#신라호텔', '#어반아일랜드', '#더파크뷰', '#champagne', '#샴페인', '#수영장', '#호텔수영장', '#조식', '#호텔조식', '#먹스타그램', '#맛스타그램', '#뷰맛집', '#서울호텔', '#서울호캉스']"
52,노곤노곤 ♨️ 월요일 수고 많았어요 ❤️,2021-05-24,167,"Seoul, Korea",[]
53,Plan To Shilla🥳두여자👩‍👧들 방앗간 놀러갈 계획을 잡아 봅시다🤩갈때마다 만족을 하는 국내 유일한 호텔🥳📍이번에 갈때도 만족하겠지 뭐📍티어 유지에 힘쓰고 공들여도 되는 장소😍#jo_ms#세식구👨‍👩‍👧#소확행#서울신라호텔#아이와서울여행#서울신라호텔호캉스#서울호캉스#매니저님곧보아요👐#신라는사랑입니다,2021-05-24,64,The Shilla Hotels & Resorts - 신라호텔,"['#jo_ms', '#세식구👨\u200d👩\u200d👧', '#소확행', '#서울신라호텔', '#아이와서울여행', '#서울신라호텔호캉스', '#서울호캉스', '#매니저님곧보아요👐', '#신라는사랑입니다']"
54,"🦪 🍷날도 더워지고 있는데 이럴 때일수록 잘 먹고 잘 쉬어야 해요💗🍈얼른 서울 가서 멜론하몽이랑 굴이어유 또 먹고 싶다 💚 와인도와인도 ❤️서울에서 호캉스, 홈파티 하시는 분들 추천해요🍷🍸 배달,픽업도 가능해요 @yoyonono_yoyololo #요요로로 #멜론하몽 #굴이어유 #호캉스 #홈파티",2021-05-24,305,잠실,"['#요요로로', '#멜론하몽', '#굴이어유', '#호캉스', '#홈파티']"
55,여동생이랑 호캉스 🥰 편안한 객실에 완전 친절한 서비스까지 맘에드는 곳 #솔라리아니시테츠호텔 #솔라리아니시테츠호텔서울명동 #솔라리아포토왕선정대회 #참여 #일상 #참여 @solaria_myeongdong #서울호캉스 #호캉스추천,2021-05-24,51,Solaria Nishitetsu Hotel Seoul Myeongdong,"['#솔라리아니시테츠호텔', '#솔라리아니시테츠호텔서울명동', '#솔라리아포토왕선정대회', '#참여', '#일상', '#참여', '#서울호캉스', '#호캉스추천']"
56,"#협찬 잠실 딜라이트호텔.복층구조의 듀플렉스 스위트 룸.서울에 와서 조용히 호캉스로 하룻밤 즐기가 간 곳😄😆😁🤣.👍객실패키지로생맥주 + 나초 + vr기기 + 조식.📣체크인 15시, 체크아웃 12시.🏷잠실 딜라이트📌주소 : 서울특별시 송파구 오금로11길 21-9☎️전화번호 : 0507-1303-1263🎈홈페이지에서 네이버실시간 바로예약이 가능.#잠실호텔 #방이동호텔 #아산병원숙소#잠실딜라이트 #서울호캉스 #국내호캉스#국내호텔 #호텔 #스위트룸 #hotel",2021-05-24,159,,"['#협찬', '#잠실호텔', '#방이동호텔', '#아산병원숙소', '#잠실딜라이트', '#서울호캉스', '#국내호캉스', '#국내호텔', '#호텔', '#스위트룸', '#hotel']"
57,"#서울호캉스 추천 #코트야드보타닉파크#다시여행너무 힘들어서 잠시 리프레쉬하러다녀온 #코트야드메리어트서울보타닉파크 @courtyard_botanicpark 서울 식물원 바로 옆이라 그리너리한 파크뷰를 마주 할 수 있어요!스위트룸에 클럽라운지까지 즐길 수 있어서 너무 좋았습니다침실 거실 분리되어 있고 욕실은 2개(하나는 손님용), 거실과 침실 모두 파크뷰였어요.해피아워와 조식은 조만간 다시 올려볼게요#코트야드보타닉파크3주년축하#마코야3주년#호텔스타그램#여행을일상처럼#스위트룸#메리어트호텔#marriott#여행블로거#여행블로거하이택#여행인플루언서#여행인플루언서_하이택",2021-05-24,426,Courtyard by Marriott Seoul Botanic Park,"['#서울호캉스', '#코트야드보타닉파크', '#다시여행너무', '#코트야드메리어트서울보타닉파크', '#코트야드보타닉파크3주년축하', '#마코야3주년', '#호텔스타그램', '#여행을일상처럼', '#스위트룸', '#메리어트호텔', '#marriott', '#여행블로거', '#여행블로거하이택', '#여행인플루언서', '#여행인플루언서_하이택']"
58,힐링이 필요한 날🙏-오늘따라 컨디션이 안 좋아서집오자마자 기절하듯이 누워버리기🥲다들 건강 잘 챙기세요 ㅠㅠ오늘 하루도 고생하셨어요!,2021-05-24,147,"Seoul, Korea",[]
59,🥰평생기억에 남을 생일🥰..#생일 #생일파티 #해피벌스데이 #생일기념 #호캉스 #서울호캉스,2021-05-24,27,해피생일,"['#생일', '#생일파티', '#해피벌스데이', '#생일기념', '#호캉스', '#서울호캉스']"
60,"🏨 반얀트리 클럽 앤 스파 서울✨ 쁘띠 이비자📅 06.01 - 09.30🕰 17:00 - 22:00📍문 바 야외 테라스🥂 샴페인 세트 450,000원 (4인)🥃 위스키 세트 450,000원 (4인)✔️ 하루 2팀 한정 운영",2021-05-24,23,Banyan Tree - Club & Spa - Seoul,[]
61,영화관 급 초고화질 빔프로젝터🕊🤍5월 이벤트가로 미리 예약해요(•‿•),2021-05-24,15,이수역,[]
62,완벽한 사육 🧁🥛,2021-05-24,,Grand Hyatt Seoul,[]
63,Her 🌃,2021-05-24,34,서울 웨스틴조선호텔 The Westin Josun Seoul,[]
64,#xbynylon ......#호캉스#서울호캉스#옷스타그램#패션스타그램#감성사진#오오티디#먹방#diet#셀스타그램#청담카페#일상스타그램#셀피#좋아요반사#맞팔#팔로우반사#데일리#데일리룩#daily#소통#selfie#팔로잉#좋반테러#dailylook#l4l#f4f#ootd#먹스타그램#좋튀#먹팔,2021-05-24,95,,"['#xbynylon', '#호캉스', '#서울호캉스', '#옷스타그램', '#패션스타그램', '#감성사진', '#오오티디', '#먹방', '#diet', '#셀스타그램', '#청담카페', '#일상스타그램', '#셀피', '#좋아요반사', '#맞팔', '#팔로우반사', '#데일리', '#데일리룩', '#daily', '#소통', '#selfie', '#팔로잉', '#좋반테러', '#dailylook', '#l4l', '#f4f', '#ootd', '#먹스타그램', '#좋튀', '#먹팔']"
65,숲속에서 먹고먹고 계속먹고💗#호캉스 #숲캉스 #워커힐,2021-05-24,39,더글라스 하우스,"['#호캉스', '#숲캉스', '#워커힐']"
66,날씨요정이 왔었구요🧚🏻‍♀️정면은 언제나 부끄러워😳😳#호캉스 #숲캉스 #워커힐,2021-05-24,41,더글라스 하우스,"['#호캉스', '#숲캉스', '#워커힐']"
67,"🔳30시간 V R ✖ 먹캉스 패키지🔲E a t ⏏️ S l e e p ⏸ P l a y ▶️ R e p e a t 🔁먹고, 먹고, 또 먹고 VR 플레이, 플레이, 리핏!👨‍🚀시공간을 넘나드는 360도 우주탐험🚀🎢롤러코스터 타며 레이저 총 슈팅💥🎬나만의 프라이빗 대화면 영화관🎥 무려 30시간! 짜릿한 가상현실 #만나 #맛나 완벽 먹캉스!!😎객실에서 프라이빗하게🛀  PLAY #VR 🎡🎮🎳#룸서비스 로 만나는 #조식 ➕ 피자 & 파스타 세트 ➕  #미니바 Exciting!! 탐코야에 있는 나 이순간... #탐며들다 🤩🎯디럭스/프리미어/이그제큐티브/스위트룸 30시간 스테이  ㄴ12시 체크인 - 다음날 18시 체크아웃🎯VR 기기 대여🎯조식 룸서비스🎯피자 & 파스타 세트 룸서비스🎯미니바 제공🎯피트니스 센터 무료 이용🎯인터넷 무료🎯타임스퀘어 몰 제휴 업장 할인 혜택 제공✔️예약기간: 2021년 5월 11일 ~ 8월 31일✔️투숙기간: 2021년 5월 11일 ~ 8월 31일✔️가격(세금 및 봉사료 별도)ㄴ170,000원 부터☎️ 문의 및 예약: 02-2638-3110#넷플릭스_정주행#360우주탐험#30시간스테이#완벽_먹캉스#시공간초월#호텔맛집#VR #가상현실 #VR게임 #VR영상 #먹캉스 #룸서비스 #인룸다이닝 #미니바 #VR패키지 #호캉스 #서울호캉스 #여름휴가 #호텔스타그램 #먹방스타그램 #넷플릭스 #타임스퀘어 #메리어트호텔",2021-05-13,23,,"['#만나', '#맛나', '#VR', '#룸서비스', '#조식', '#미니바', '#탐며들다', '#넷플릭스_정주행', '#360우주탐험', '#30시간스테이', '#완벽_먹캉스', '#시공간초월', '#호텔맛집', '#VR', '#가상현실', '#VR게임', '#VR영상', '#먹캉스', '#룸서비스', '#인룸다이닝', '#미니바', '#VR패키지', '#호캉스', '#서울호캉스', '#여름휴가', '#호텔스타그램', '#먹방스타그램', '#넷플릭스', '#타임스퀘어', '#메리어트호텔']"
68,"조식먹으러 또 가고 싶은곳,특히 크루아상🥐",2021-05-24,15,Park Hyatt Seoul - 파크하얏트서울,[]
69,"'jw 메리어트 호텔 동대문'⠀⠀수영장이 너무 럭셔리 하닷~흥인지문 뷰 넘좋고 라운지, 조식 음식 넘 맛있었당👍5성 답게 직원분들도 넘친절했다호캉스 제대로 즐김❤⠀⠀⠀이그제큐티브룸➡️ 주말 40만원대⠀⠀⠀#jw메리어트#jw메리어트동대문#jw메리어트호텔#호캉스#호텔수영장#동대문#이그제큐티브룸#메리어트호텔#jw메리어트호텔동대문#흥인지문#호텔라운지#호텔수영장#서울호텔#동대문호텔#호캉스추천#서울호캉스#서울호캉스추천#서울호텔추천",2021-05-24,22,JW Marriott Dongdaemun Square Seoul,"['#jw메리어트', '#jw메리어트동대문', '#jw메리어트호텔', '#호캉스', '#호텔수영장', '#동대문', '#이그제큐티브룸', '#메리어트호텔', '#jw메리어트호텔동대문', '#흥인지문', '#호텔라운지', '#호텔수영장', '#서울호텔', '#동대문호텔', '#호캉스추천', '#서울호캉스', '#서울호캉스추천', '#서울호텔추천']"
70,🧸🤎,2021-05-24,261,Grand Hyatt Seoul,[]
71,"⠀전통과 현대를 아우르는서정현 바텐더의 유니크한 시그니처 칵테일과 함께로비라운지 & 바 ❝𝑮𝒖𝒆𝒔𝒕 𝑩𝒂𝒓𝒕𝒆𝒏𝒅𝒊𝒏𝒈 𝑵𝒊𝒈𝒉𝒕❞에서운치 있는 저녁을 보내보세요 :-)-· 기간 : 2021. 5. 27 (목) ~ 5. 28 (금)· 운영 시간 : 18:00 ~ 22:00· 가격 : ⑴ 칵테일 1잔 28,000원 /⑵ 2인 스낵세트 (칵테일 2잔 & 스낵 1종) 80,000원⠀🖋예약 및 문의 : 02-559-7603 또는 네이버 '그랜드 인터컨티넨탈 로비라운지' 검색 후 '이브닝 2인 스낵세트' 예약 가능-#UnveilTrueLuxury#UnveilTrueGourmet",2021-05-24,124,InterContinental Grand Seoul Parnas,"['#UnveilTrueLuxury', '#UnveilTrueGourmet']"
72,월요일 잘 보내고 계신가용? 😊전 오늘 휴일이라 어딜갈지 생각하다가 지금은 펜하에 나왔던  호텔 와있어용 😊커피 ☕️ 와 나비 🦋 장식이 올려진 망고에클레어 🍰예뻐서 먹기 아깝네용🤣요즘테스트 하고있는 미스트 넘촉촉하고 윤광이 👍 너무 좋네용😊울인님들 💗월요팅하세용 😊😊#월요일#휴일#신상호텔#호텔라운지카페 #여행사진 #여행기록 #대한민국구석구석 #데일리 #일상 #daily #서울여행 #호캉스 #서울호텔 #호캉스추천 #서울호캉스 #아이폰12 #iphone12 #포시즌스호텔 #포시즌스마루 #호텔카페 #호텔라운지 #사진스타그렘 #사진기록,2021-05-24,7,,"['#월요일', '#휴일', '#신상호텔', '#호텔라운지카페', '#여행사진', '#여행기록', '#대한민국구석구석', '#데일리', '#일상', '#daily', '#서울여행', '#호캉스', '#서울호텔', '#호캉스추천', '#서울호캉스', '#아이폰12', '#iphone12', '#포시즌스호텔', '#포시즌스마루', '#호텔카페', '#호텔라운지', '#사진스타그렘', '#사진기록']"
73,💜🤍,2021-05-24,78,Hotel Bay 204,[]
74,파라다이스에 유명한 환공포 작품 이구만호박이닭살돋네 진짜 너도나도 찍길래〰️ 눈감고 한장✌🏻#오늘의호캉스 #파라다이스시티#인천파라다이스시티 #호캉스 #서울호캉스#이른휴가 #환공포호박이....,2021-05-24,72,,"['#오늘의호캉스', '#파라다이스시티', '#인천파라다이스시티', '#호캉스', '#서울호캉스', '#이른휴가', '#환공포호박이....']"
75,⠀𝑫𝒆𝒍𝒊𝒈𝒉𝒕𝒇𝒖𝒍 𝑬𝒙𝒑𝒆𝒓𝒊𝒆𝒏𝒄𝒆 𝑺𝒕𝒐𝒓𝒚- 제 7⃣편 ❝Good Morning❞⠀#뷰맛집 인터컨티넨탈 서울 코엑스에서따뜻한 커피 한 잔과☕️ 함께여유로운 아침을 맞이해보세요☀️-There is nothing like a cup of coffee to warm up your soul and start your day right.⠀#DelightfulExperience#InterContinentalLife,2021-05-24,0,InterContinental Seoul COEX,"['#뷰맛집', '#DelightfulExperience', '#InterContinentalLife']"
76,𝗕𝘂𝘀𝗮𝗻 🤍광안리뷰는 사랑 맞죠 ?!??너무 예쁨 😭😭가자고 하면 바로 나와주는백수친구 하나 만들어놓으니너무 좋고만 ~~~,2021-05-24,,"부산 광안리해수욕장 - 廣安里海水浴場 GwangalliBeach, Busan, South Korea",[]
77,#관악구밥도깨비 #최강가대 #서울호캉스 #서울여행2차로 온 세진식당.아쉽게도 갑오징어 숙회는 다 떨어져서 못 먹음.가격도 착하고 반찬도 맛있고 #그냥다맛있음 #갑오징어숙회먹으러또갈꺼임#을지로맛집 #을지로3가역#세진식당 #생태찌개맛집#생태찌개2인분 #싯가 #오징어볶음2인분 #7000원#배만안불렀음 #공기밥을먹었을만큼 #밥반찬으로도안주용으로도좋음,2021-05-24,10,,"['#관악구밥도깨비', '#최강가대', '#서울호캉스', '#서울여행2차로', '#그냥다맛있음', '#갑오징어숙회먹으러또갈꺼임', '#을지로맛집', '#을지로3가역', '#세진식당', '#생태찌개맛집', '#생태찌개2인분', '#싯가', '#오징어볶음2인분', '#7000원', '#배만안불렀음', '#공기밥을먹었을만큼', '#밥반찬으로도안주용으로도좋음']"
78,세린이 생일 맞이 호캉스😊❤️,2021-05-24,67,Grand Hyatt Seoul,[]
79,🧜🏻‍♀️🏊🏻‍♀️🌊🌊🌊,2021-05-24,44,Novotel Ambassador Seoul Dongdaemun – 노보텔 앰배서더 서울 동대문,[]
80,today’s update🤍[샬롯 one-piece]사이트에 21시에 만나요!,2021-05-24,30,,[]
81,"#트립닷컴 이벤트 참여하고 무료 호캉스💙트립닷컴에서는 단 일주일 간 만나는 브랜드 호텔 특가 프로모션 진행중!프로필 링크로 접속해 이벤트에 참여해주신 분들 중 추첨을 통해,🏨나인트리 호텔 동대문🏨나인트리 프리미어 호텔 서울 판교 무료 호텔 숙박의 기회를 드립니다!📍참여 방법1️⃣프로필 링크로 접속해 브랜드 호텔 단독 특가전 이벤트 페이지 확인! 2️⃣이벤트 참여란에 참여자 정보를 기입하면 완료!📍이벤트 기간 및 당첨자 발표-이벤트 기간: 5월 24일~5월 30일-당첨자 발표: 6월 1일⚠️⚠️⚠️*이벤트 종료 후 당첨자는 이벤트 페이지에서 발표되며, 당첨자 분께는 별도로 자세한 안내를 보내 드립니다.#트립닷컴_국내여행 #트립닷컴_이벤트 #트립닷컴_호텔 #트립닷컴이쏜다",2021-05-24,58,"Seoul, Korea","['#트립닷컴', '#트립닷컴_국내여행', '#트립닷컴_이벤트', '#트립닷컴_호텔', '#트립닷컴이쏜다']"
82,무슨일인가요?? 누가 제 등근육을 다 가져 갔을까요?? ㅎㅎ운동안한지 5개월쯤 되니 근육이 다 지방에 덮힌걸까요?? .두번째 사진은 불과 6개월 전인데 ..인체의 신비 .운동 하나도 안한 애같네요 ..파크하얏 서울 욕실뷰 포스팅인데 ..근육 실종 포스팅으로 ....@parkhyattseoul .등근육이 있던 없던 최고의 도심뷰를 가진 파크하얏트 파크 스위트킹 욕실뷰입니다 ...#서울여행 #서울호캉스 #서울호텔 #파크하얏트 #피크하얏트서울 #파크스위트킹 #파크스위트룸 #파크하얏트호텔 #호텔리뷰 #호텔리뷰어 #호텔블로거 #서울야경 #서울야경명소 #럭셔리호텔 #럭셔리호캉스 #럭셔리라이프스타일 #호텔사진 #luxury #luxurylifestyle #luxuryhotel #travelphotography,2021-05-24,707,Park Hyatt Seoul - 파크하얏트서울,"['#서울여행', '#서울호캉스', '#서울호텔', '#파크하얏트', '#피크하얏트서울', '#파크스위트킹', '#파크스위트룸', '#파크하얏트호텔', '#호텔리뷰', '#호텔리뷰어', '#호텔블로거', '#서울야경', '#서울야경명소', '#럭셔리호텔', '#럭셔리호캉스', '#럭셔리라이프스타일', '#호텔사진', '#luxury', '#luxurylifestyle', '#luxuryhotel', '#travelphotography']"
